split,query_id,user_query,query_audio_category,user_query_len_chars,user_query_len_words
train,608__happy_upbeat__tpl_7,подбери позитивную музыку для приятного видео,happy_upbeat,45,6
train,608__romantic_warm__tpl_11,нужна теплая спокойная композиция,romantic_warm,33,4
train,608__romantic_warm__tpl_9,хочу gentle romantic music,romantic_warm,26,4
train,608__romantic_warm__tpl_5,нужен мягкий эмоциональный фон,romantic_warm,30,4
train,608__sad_melancholic__tpl_14,нужна музыка с печальным оттенком,sad_melancholic,33,5
train,608__sad_melancholic__tpl_26,"нужна грустная, но мягкая музыка",sad_melancholic,32,5
train,608__sad_melancholic__tpl_17,нужна эмоциональная музыка без радости,sad_melancholic,38,5
train,609__aggressive_intense__tpl_22,подбери музыку для экстремального спорта,aggressive_intense,40,5
train,609__aggressive_intense__tpl_9,хочу что-то тяжелое и энергичное,aggressive_intense,32,6
train,609__aggressive_intense__tpl_19,подбери музыку для брутальной сцены,aggressive_intense,35,5
train,609__calm_relaxing__tpl_25,подбери трек для уютного видео,calm_relaxing,30,5
train,609__calm_relaxing__tpl_20,"нужна музыка, которая не отвлекает",calm_relaxing,34,5
train,609__calm_relaxing__tpl_16,подбери музыку для peaceful mood,calm_relaxing,32,5
train,609__dark_tense__tpl_0,хочу напряженную темную музыку,dark_tense,30,4
train,609__dark_tense__tpl_21,хочу трек с мрачным настроением,dark_tense,31,5
train,609__dark_tense__tpl_26,нужен dark tense background,dark_tense,27,4
train,609__dreamy_atmospheric__tpl_17,нужен воздушный фон для визуала,dreamy_atmospheric,31,5
train,609__dreamy_atmospheric__tpl_9,хочу мягкий dreamy soundtrack,dreamy_atmospheric,29,4
train,609__dreamy_atmospheric__tpl_29,нужна глубокая и мягкая атмосфера,dreamy_atmospheric,33,5
train,609__energetic_electronic__tpl_21,хочу электронный фон с энергией,energetic_electronic,31,5
train,609__energetic_electronic__tpl_3,хочу быстрый электронный трек,energetic_electronic,29,4
train,609__energetic_electronic__tpl_28,подбери электронный трек с драйвом,energetic_electronic,34,5
train,609__happy_upbeat__tpl_4,подбери музыку с позитивным настроением,happy_upbeat,39,5
train,609__happy_upbeat__tpl_8,нужен трек с хорошим настроением,happy_upbeat,32,5
train,609__happy_upbeat__tpl_3,хочу что-то светлое и жизнерадостное,happy_upbeat,36,6
train,609__romantic_warm__tpl_28,подбери gentle warm soundtrack,romantic_warm,30,4
train,609__romantic_warm__tpl_3,хочу warm romantic mood,romantic_warm,23,4
train,609__romantic_warm__tpl_23,нужна музыка с мягким романтическим вайбом,romantic_warm,42,6
train,609__sad_melancholic__tpl_17,нужна эмоциональная музыка без радости,sad_melancholic,38,5
train,609__sad_melancholic__tpl_4,подбери melancholic soundtrack,sad_melancholic,30,3
train,609__sad_melancholic__tpl_8,нужна меланхоличная атмосфера,sad_melancholic,29,3
train,614__aggressive_intense__tpl_9,хочу что-то тяжелое и энергичное,aggressive_intense,32,6
train,614__aggressive_intense__tpl_19,подбери музыку для брутальной сцены,aggressive_intense,35,5
train,614__aggressive_intense__tpl_6,хочу интенсивный трек для динамики,aggressive_intense,34,5
train,614__calm_relaxing__tpl_22,подбери музыку для тихой сцены,calm_relaxing,30,5
train,614__calm_relaxing__tpl_10,подбери музыку без напряжения,calm_relaxing,29,4
train,614__calm_relaxing__tpl_6,хочу мягкую и спокойную композицию,calm_relaxing,34,5
train,614__dark_tense__tpl_21,хочу трек с мрачным настроением,dark_tense,31,5
train,614__dark_tense__tpl_20,нужна музыка с suspense эффектом,dark_tense,32,5
train,614__dark_tense__tpl_27,хочу тревожное атмосферное звучание,dark_tense,35,4
train,614__dreamy_atmospheric__tpl_8,нужна музыка с ощущением глубины,dreamy_atmospheric,32,5
train,614__dreamy_atmospheric__tpl_16,подбери атмосферную instrumental музыку,dreamy_atmospheric,39,4
train,614__dreamy_atmospheric__tpl_15,хочу трек с пространственным звучанием,dreamy_atmospheric,38,5
train,614__energetic_electronic__tpl_8,нужна энергичная музыка для action видео,energetic_electronic,40,6
train,614__energetic_electronic__tpl_28,подбери электронный трек с драйвом,energetic_electronic,34,5
train,614__energetic_electronic__tpl_29,нужна музыка для видео с движением,energetic_electronic,34,6
train,614__happy_upbeat__tpl_27,"хочу что-то легкое, доброе и позитивное",happy_upbeat,39,7
train,614__happy_upbeat__tpl_1,подбери радостный и бодрый трек,happy_upbeat,31,5
train,614__happy_upbeat__tpl_2,нужна upbeat музыка для видео,happy_upbeat,29,5
train,614__romantic_warm__tpl_20,нужен теплый музыкальный фон,romantic_warm,28,4
train,614__romantic_warm__tpl_13,подбери warm acoustic трек,romantic_warm,26,4
train,614__romantic_warm__tpl_26,нужна романтичная музыка для видео,romantic_warm,34,5
train,614__sad_melancholic__tpl_8,нужна меланхоличная атмосфера,sad_melancholic,29,3
train,614__sad_melancholic__tpl_1,подбери печальный эмоциональный трек,sad_melancholic,36,4
train,614__sad_melancholic__tpl_0,хочу грустную меланхоличную музыку,sad_melancholic,34,4
train,617__aggressive_intense__tpl_10,подбери hard rock или metal вайб,aggressive_intense,32,6
train,617__aggressive_intense__tpl_24,хочу интенсивный фон без спокойствия,aggressive_intense,36,5
train,617__aggressive_intense__tpl_4,подбери агрессивный саундтрек,aggressive_intense,29,3
train,617__calm_relaxing__tpl_20,"нужна музыка, которая не отвлекает",calm_relaxing,34,5
train,617__calm_relaxing__tpl_8,нужна музыка для спокойной атмосферы,calm_relaxing,36,5
train,617__calm_relaxing__tpl_5,нужна музыка для медленного видео,calm_relaxing,33,5
train,617__dark_tense__tpl_23,нужен драматичный темный саундтрек,dark_tense,34,4
train,617__dark_tense__tpl_14,нужен мрачный фон без веселья,dark_tense,29,5
train,617__dark_tense__tpl_17,нужна музыка для драматического момента,dark_tense,39,5
train,617__dreamy_atmospheric__tpl_22,подбери трек для красивого slow motion видео,dreamy_atmospheric,44,7
train,617__dreamy_atmospheric__tpl_13,подбери музыку для видео с природой,dreamy_atmospheric,35,6
train,617__dreamy_atmospheric__tpl_17,нужен воздушный фон для визуала,dreamy_atmospheric,31,5
train,617__energetic_electronic__tpl_0,хочу энергичную электронную музыку,energetic_electronic,34,4
train,617__energetic_electronic__tpl_3,хочу быстрый электронный трек,energetic_electronic,29,4
train,617__energetic_electronic__tpl_2,нужна музыка для активного видео,energetic_electronic,32,5
train,617__happy_upbeat__tpl_28,подбери трек для happy mood,happy_upbeat,27,5
train,617__happy_upbeat__tpl_22,подбери музыку для радостного настроения,happy_upbeat,40,5
train,617__happy_upbeat__tpl_4,подбери музыку с позитивным настроением,happy_upbeat,39,5
train,617__romantic_warm__tpl_17,нужна мягкая эмоциональная музыка,romantic_warm,33,4
train,617__romantic_warm__tpl_1,подбери мягкий романтический трек,romantic_warm,33,4
train,617__romantic_warm__tpl_26,нужна романтичная музыка для видео,romantic_warm,34,5
train,617__sad_melancholic__tpl_11,нужна музыка для драматичного момента,sad_melancholic,37,5
train,617__sad_melancholic__tpl_18,хочу медленный печальный саундтрек,sad_melancholic,34,4
train,617__sad_melancholic__tpl_17,нужна эмоциональная музыка без радости,sad_melancholic,38,5
train,620__aggressive_intense__tpl_4,подбери агрессивный саундтрек,aggressive_intense,29,3
train,620__aggressive_intense__tpl_13,подбери трек с мощными гитарами,aggressive_intense,31,5
train,620__aggressive_intense__tpl_1,подбери мощный агрессивный трек,aggressive_intense,31,4
train,620__calm_relaxing__tpl_9,хочу плавный фоновый трек,calm_relaxing,25,4
train,620__calm_relaxing__tpl_11,нужна тихая и мягкая музыка,calm_relaxing,27,5
train,620__calm_relaxing__tpl_28,подбери спокойную музыку для монтажа,calm_relaxing,36,5
train,620__dark_tense__tpl_29,нужна кинематографичная темная музыка,dark_tense,37,4
train,620__dark_tense__tpl_25,подбери музыку для ночной мрачной сцены,dark_tense,39,6
train,620__dark_tense__tpl_27,хочу тревожное атмосферное звучание,dark_tense,35,4
train,620__dreamy_atmospheric__tpl_1,подбери ambient трек,dreamy_atmospheric,20,3
train,620__dreamy_atmospheric__tpl_28,подбери трек для dream mood,dreamy_atmospheric,27,5
train,620__dreamy_atmospheric__tpl_11,нужна музыка для атмосферного монтажа,dreamy_atmospheric,37,5
train,620__energetic_electronic__tpl_6,хочу электронную музыку для движения,energetic_electronic,36,5
train,620__energetic_electronic__tpl_21,хочу электронный фон с энергией,energetic_electronic,31,5
train,620__energetic_electronic__tpl_7,подбери трек для спортивного ролика,energetic_electronic,35,5
train,620__happy_upbeat__tpl_21,хочу приятный бодрый поп-трек,happy_upbeat,29,5
train,620__happy_upbeat__tpl_3,хочу что-то светлое и жизнерадостное,happy_upbeat,36,6
train,620__happy_upbeat__tpl_11,нужна музыка для счастливого момента,happy_upbeat,36,5
train,620__romantic_warm__tpl_24,хочу спокойную теплую композицию,romantic_warm,32,4
train,620__romantic_warm__tpl_17,нужна мягкая эмоциональная музыка,romantic_warm,33,4
train,620__romantic_warm__tpl_28,подбери gentle warm soundtrack,romantic_warm,30,4
train,620__sad_melancholic__tpl_27,хочу трек для melancholic mood,sad_melancholic,30,5
train,620__sad_melancholic__tpl_13,подбери грустный инструментальный фон,sad_melancholic,37,4
train,620__sad_melancholic__tpl_19,подбери грустную музыку для видео,sad_melancholic,33,5
train,622__aggressive_intense__tpl_23,нужен тяжелый динамичный трек,aggressive_intense,29,4
train,622__aggressive_intense__tpl_4,подбери агрессивный саундтрек,aggressive_intense,29,3
train,622__aggressive_intense__tpl_29,нужен энергичный агрессивный звук,aggressive_intense,33,4
train,622__calm_relaxing__tpl_29,нужен нейтральный расслабляющий фон,calm_relaxing,35,4
train,622__calm_relaxing__tpl_7,подбери relaxing music,calm_relaxing,22,3
train,622__calm_relaxing__tpl_27,хочу мягкое спокойное звучание,calm_relaxing,30,4
train,622__dark_tense__tpl_5,нужен темный напряженный фон,dark_tense,28,4
train,622__dark_tense__tpl_25,подбери музыку для ночной мрачной сцены,dark_tense,39,6
train,622__dark_tense__tpl_28,подбери трек для напряженного монтажа,dark_tense,37,5
train,622__dreamy_atmospheric__tpl_13,подбери музыку для видео с природой,dreamy_atmospheric,35,6
train,622__dreamy_atmospheric__tpl_0,хочу атмосферную мечтательную музыку,dreamy_atmospheric,36,4
train,622__dreamy_atmospheric__tpl_5,нужен трек для мечтательного настроения,dreamy_atmospheric,39,5
train,622__energetic_electronic__tpl_23,нужна динамичная современная музыка,energetic_electronic,35,4
train,622__energetic_electronic__tpl_29,нужна музыка для видео с движением,energetic_electronic,34,6
train,622__energetic_electronic__tpl_10,подбери что-то танцевальное и энергичное,energetic_electronic,40,6
train,622__happy_upbeat__tpl_25,"подбери трек, который звучит позитивно",happy_upbeat,38,5
train,622__happy_upbeat__tpl_29,нужна бодрая и светлая музыка,happy_upbeat,29,5
train,622__happy_upbeat__tpl_13,подбери музыку для веселого ролика,happy_upbeat,34,5
train,622__romantic_warm__tpl_25,подбери трек для love mood,romantic_warm,26,5
train,622__romantic_warm__tpl_21,хочу музыку для красивого личного момента,romantic_warm,41,6
train,622__romantic_warm__tpl_27,хочу теплую инструментальную музыку,romantic_warm,35,4
train,622__sad_melancholic__tpl_23,нужен sad cinematic фон,sad_melancholic,23,4
train,622__sad_melancholic__tpl_25,подбери печальный piano track,sad_melancholic,29,4
train,622__sad_melancholic__tpl_7,подбери музыку для печальной сцены,sad_melancholic,34,5
train,623__aggressive_intense__tpl_8,нужен трек с агрессивным звучанием,aggressive_intense,34,5
train,623__aggressive_intense__tpl_5,нужна музыка с сильным напором,aggressive_intense,30,5
train,623__aggressive_intense__tpl_25,подбери трек для angry mood,aggressive_intense,27,5
train,623__calm_relaxing__tpl_22,подбери музыку для тихой сцены,calm_relaxing,30,5
train,623__calm_relaxing__tpl_3,хочу ненавязчивую расслабленную музыку,calm_relaxing,38,4
train,623__calm_relaxing__tpl_12,хочу calm ambient background,calm_relaxing,28,4
train,623__dark_tense__tpl_27,хочу тревожное атмосферное звучание,dark_tense,35,4
train,623__dark_tense__tpl_1,подбери тревожный кинематографичный трек,dark_tense,40,4
train,623__dark_tense__tpl_15,хочу музыку для страшной или тревожной сцены,dark_tense,44,7
train,623__dreamy_atmospheric__tpl_7,подбери атмосферную музыку для красивого видео,dreamy_atmospheric,46,6
train,623__dreamy_atmospheric__tpl_6,хочу пространственный ambient фон,dreamy_atmospheric,33,4
train,623__dreamy_atmospheric__tpl_26,нужна музыка для эстетичного визуального контента,dreamy_atmospheric,49,6
train,623__energetic_electronic__tpl_29,нужна музыка для видео с движением,energetic_electronic,34,6
train,623__energetic_electronic__tpl_14,нужна музыка для монтажа с быстрыми кадрами,energetic_electronic,43,7
train,623__energetic_electronic__tpl_11,нужен трек с драйвом,energetic_electronic,20,4
train,623__happy_upbeat__tpl_9,"хочу музыку, которая звучит радостно и тепло",happy_upbeat,44,7
train,623__happy_upbeat__tpl_26,нужна музыка с ощущением радости,happy_upbeat,32,5
train,623__happy_upbeat__tpl_25,"подбери трек, который звучит позитивно",happy_upbeat,38,5
train,623__romantic_warm__tpl_27,хочу теплую инструментальную музыку,romantic_warm,35,4
train,623__romantic_warm__tpl_7,подбери романтичный instrumental трек,romantic_warm,37,4
train,623__romantic_warm__tpl_0,хочу теплую романтичную музыку,romantic_warm,30,4
train,623__sad_melancholic__tpl_21,хочу музыку с чувством потери,sad_melancholic,29,5
train,623__sad_melancholic__tpl_6,хочу трек с ощущением грусти,sad_melancholic,28,5
train,623__sad_melancholic__tpl_12,хочу трек с ностальгическим настроением,sad_melancholic,39,5
train,624__aggressive_intense__tpl_10,подбери hard rock или metal вайб,aggressive_intense,32,6
train,624__aggressive_intense__tpl_8,нужен трек с агрессивным звучанием,aggressive_intense,34,5
train,624__aggressive_intense__tpl_27,хочу мощный intense rock трек,aggressive_intense,29,5
train,624__calm_relaxing__tpl_2,нужна спокойная музыка без резкой динамики,calm_relaxing,42,6
train,624__calm_relaxing__tpl_24,хочу плавную спокойную музыку,calm_relaxing,29,4
train,624__calm_relaxing__tpl_8,нужна музыка для спокойной атмосферы,calm_relaxing,36,5
train,624__dark_tense__tpl_11,нужна напряженная музыка для видео,dark_tense,34,5
train,624__dark_tense__tpl_20,нужна музыка с suspense эффектом,dark_tense,32,5
train,624__dark_tense__tpl_16,подбери dark ambient трек,dark_tense,25,4
train,624__dreamy_atmospheric__tpl_12,хочу ambient cinematic mood,dreamy_atmospheric,27,4
train,624__dreamy_atmospheric__tpl_21,хочу dreamy ambient музыку,dreamy_atmospheric,26,4
train,624__dreamy_atmospheric__tpl_26,нужна музыка для эстетичного визуального контента,dreamy_atmospheric,49,6
train,624__energetic_electronic__tpl_17,"нужна музыка, которая добавляет движение",energetic_electronic,40,5
train,624__energetic_electronic__tpl_10,подбери что-то танцевальное и энергичное,energetic_electronic,40,6
train,624__energetic_electronic__tpl_0,хочу энергичную электронную музыку,energetic_electronic,34,4
train,624__happy_upbeat__tpl_3,хочу что-то светлое и жизнерадостное,happy_upbeat,36,6
train,624__happy_upbeat__tpl_28,подбери трек для happy mood,happy_upbeat,27,5
train,624__happy_upbeat__tpl_8,нужен трек с хорошим настроением,happy_upbeat,32,5
train,624__romantic_warm__tpl_5,нужен мягкий эмоциональный фон,romantic_warm,30,4
train,624__romantic_warm__tpl_18,хочу трек с уютным звучанием,romantic_warm,28,5
train,624__romantic_warm__tpl_8,нужна музыка для трогательного момента,romantic_warm,38,5
train,624__sad_melancholic__tpl_1,подбери печальный эмоциональный трек,sad_melancholic,36,4
train,624__sad_melancholic__tpl_3,хочу sad piano mood,sad_melancholic,19,4
train,624__sad_melancholic__tpl_19,подбери грустную музыку для видео,sad_melancholic,33,5
train,803__aggressive_intense__tpl_13,подбери трек с мощными гитарами,aggressive_intense,31,5
train,803__aggressive_intense__tpl_11,нужна музыка для экстремального ролика,aggressive_intense,38,5
train,803__aggressive_intense__tpl_23,нужен тяжелый динамичный трек,aggressive_intense,29,4
train,803__calm_relaxing__tpl_25,подбери трек для уютного видео,calm_relaxing,30,5
train,803__calm_relaxing__tpl_10,подбери музыку без напряжения,calm_relaxing,29,4
train,803__calm_relaxing__tpl_13,подбери спокойный трек для природы,calm_relaxing,34,5
train,803__dark_tense__tpl_19,подбери напряженный trailer-like трек,dark_tense,37,5
train,803__dark_tense__tpl_16,подбери dark ambient трек,dark_tense,25,4
train,803__dark_tense__tpl_3,хочу мрачную атмосферную музыку,dark_tense,31,4
train,803__dreamy_atmospheric__tpl_12,хочу ambient cinematic mood,dreamy_atmospheric,27,4
train,803__dreamy_atmospheric__tpl_28,подбери трек для dream mood,dreamy_atmospheric,27,5
train,803__dreamy_atmospheric__tpl_18,хочу музыку для созерцательной сцены,dreamy_atmospheric,36,5
train,803__energetic_electronic__tpl_6,хочу электронную музыку для движения,energetic_electronic,36,5
train,803__energetic_electronic__tpl_8,нужна энергичная музыка для action видео,energetic_electronic,40,6
train,803__energetic_electronic__tpl_1,подбери динамичный электронный трек,energetic_electronic,35,4
train,803__happy_upbeat__tpl_22,подбери музыку для радостного настроения,happy_upbeat,40,5
train,803__happy_upbeat__tpl_13,подбери музыку для веселого ролика,happy_upbeat,34,5
train,803__happy_upbeat__tpl_0,хочу веселую позитивную музыку,happy_upbeat,30,4
train,803__romantic_warm__tpl_16,подбери музыку для sentimental mood,romantic_warm,35,5
train,803__romantic_warm__tpl_29,нужна нежная музыка без резкости,romantic_warm,32,5
train,803__romantic_warm__tpl_25,подбери трек для love mood,romantic_warm,26,5
train,803__sad_melancholic__tpl_17,нужна эмоциональная музыка без радости,sad_melancholic,38,5
train,803__sad_melancholic__tpl_21,хочу музыку с чувством потери,sad_melancholic,29,5
train,803__sad_melancholic__tpl_23,нужен sad cinematic фон,sad_melancholic,23,4
train,805__aggressive_intense__tpl_23,нужен тяжелый динамичный трек,aggressive_intense,29,4
train,805__aggressive_intense__tpl_21,хочу aggressive soundtrack,aggressive_intense,26,3
train,805__aggressive_intense__tpl_6,хочу интенсивный трек для динамики,aggressive_intense,34,5
train,805__calm_relaxing__tpl_11,нужна тихая и мягкая музыка,calm_relaxing,27,5
train,805__calm_relaxing__tpl_13,подбери спокойный трек для природы,calm_relaxing,34,5
train,805__calm_relaxing__tpl_2,нужна спокойная музыка без резкой динамики,calm_relaxing,42,6
train,805__dark_tense__tpl_21,хочу трек с мрачным настроением,dark_tense,31,5
train,805__dark_tense__tpl_29,нужна кинематографичная темная музыка,dark_tense,37,4
train,805__dark_tense__tpl_10,подбери трек для хоррор-атмосферы,dark_tense,33,5
train,805__dreamy_atmospheric__tpl_19,подбери deep atmospheric трек,dreamy_atmospheric,29,4
train,805__dreamy_atmospheric__tpl_10,подбери трек для эстетичного видео,dreamy_atmospheric,34,5
train,805__dreamy_atmospheric__tpl_21,хочу dreamy ambient музыку,dreamy_atmospheric,26,4
train,805__energetic_electronic__tpl_27,"хочу музыку, которая звучит современно и активно",energetic_electronic,48,7
train,805__energetic_electronic__tpl_3,хочу быстрый электронный трек,energetic_electronic,29,4
train,805__energetic_electronic__tpl_23,нужна динамичная современная музыка,energetic_electronic,35,4
train,805__happy_upbeat__tpl_28,подбери трек для happy mood,happy_upbeat,27,5
train,805__happy_upbeat__tpl_9,"хочу музыку, которая звучит радостно и тепло",happy_upbeat,44,7
train,805__happy_upbeat__tpl_16,подбери что-то радостное и ненавязчивое,happy_upbeat,39,6
train,805__romantic_warm__tpl_9,хочу gentle romantic music,romantic_warm,26,4
train,805__romantic_warm__tpl_21,хочу музыку для красивого личного момента,romantic_warm,41,6
train,805__romantic_warm__tpl_13,подбери warm acoustic трек,romantic_warm,26,4
train,805__sad_melancholic__tpl_10,подбери emotional sad трек,sad_melancholic,26,4
train,805__sad_melancholic__tpl_12,хочу трек с ностальгическим настроением,sad_melancholic,39,5
train,805__sad_melancholic__tpl_22,подбери тихую меланхоличную композицию,sad_melancholic,38,4
train,808__aggressive_intense__tpl_9,хочу что-то тяжелое и энергичное,aggressive_intense,32,6
train,808__aggressive_intense__tpl_17,нужен мощный трек для спортивного видео,aggressive_intense,39,6
train,808__aggressive_intense__tpl_4,подбери агрессивный саундтрек,aggressive_intense,29,3
train,808__calm_relaxing__tpl_6,хочу мягкую и спокойную композицию,calm_relaxing,34,5
train,808__calm_relaxing__tpl_13,подбери спокойный трек для природы,calm_relaxing,34,5
train,808__calm_relaxing__tpl_21,хочу спокойный chill трек,calm_relaxing,25,4
train,808__dark_tense__tpl_12,хочу тревожный саундтрек,dark_tense,24,3
train,808__dark_tense__tpl_21,хочу трек с мрачным настроением,dark_tense,31,5
train,808__dark_tense__tpl_23,нужен драматичный темный саундтрек,dark_tense,34,4
train,808__dreamy_atmospheric__tpl_28,подбери трек для dream mood,dreamy_atmospheric,27,5
train,808__dreamy_atmospheric__tpl_5,нужен трек для мечтательного настроения,dreamy_atmospheric,39,5
train,808__dreamy_atmospheric__tpl_19,подбери deep atmospheric трек,dreamy_atmospheric,29,4
train,808__energetic_electronic__tpl_18,хочу что-то мощное и электронное,energetic_electronic,32,6
train,808__energetic_electronic__tpl_9,хочу музыку с плотным электронным звучанием,energetic_electronic,43,6
train,808__energetic_electronic__tpl_12,хочу музыку с быстрым темпом,energetic_electronic,28,5
train,808__happy_upbeat__tpl_17,нужна позитивная музыка для короткого видео,happy_upbeat,43,6
train,808__happy_upbeat__tpl_26,нужна музыка с ощущением радости,happy_upbeat,32,5
train,808__happy_upbeat__tpl_0,хочу веселую позитивную музыку,happy_upbeat,30,4
train,808__romantic_warm__tpl_9,хочу gentle romantic music,romantic_warm,26,4
train,808__romantic_warm__tpl_6,хочу теплую акустическую музыку,romantic_warm,31,4
train,808__romantic_warm__tpl_13,подбери warm acoustic трек,romantic_warm,26,4
train,808__sad_melancholic__tpl_25,подбери печальный piano track,sad_melancholic,29,4
train,808__sad_melancholic__tpl_18,хочу медленный печальный саундтрек,sad_melancholic,34,4
train,808__sad_melancholic__tpl_19,подбери грустную музыку для видео,sad_melancholic,33,5
train,811__aggressive_intense__tpl_20,нужна сильная и напористая музыка,aggressive_intense,33,5
train,811__aggressive_intense__tpl_10,подбери hard rock или metal вайб,aggressive_intense,32,6
train,811__aggressive_intense__tpl_14,нужна жесткая музыка для резкого монтажа,aggressive_intense,40,6
train,811__calm_relaxing__tpl_14,нужна музыка для расслабляющего видео,calm_relaxing,37,5
train,811__calm_relaxing__tpl_21,хочу спокойный chill трек,calm_relaxing,25,4
train,811__calm_relaxing__tpl_6,хочу мягкую и спокойную композицию,calm_relaxing,34,5
train,811__dark_tense__tpl_16,подбери dark ambient трек,dark_tense,25,4
train,811__dark_tense__tpl_15,хочу музыку для страшной или тревожной сцены,dark_tense,44,7
train,811__dark_tense__tpl_25,подбери музыку для ночной мрачной сцены,dark_tense,39,6
train,811__dreamy_atmospheric__tpl_28,подбери трек для dream mood,dreamy_atmospheric,27,5
train,811__dreamy_atmospheric__tpl_25,подбери атмосферный трек без агрессии,dreamy_atmospheric,37,5
train,811__dreamy_atmospheric__tpl_23,нужен фон с ощущением пространства,dreamy_atmospheric,34,5
train,811__energetic_electronic__tpl_5,нужна динамичная музыка с битом,energetic_electronic,31,5
train,811__energetic_electronic__tpl_21,хочу электронный фон с энергией,energetic_electronic,31,5
train,811__energetic_electronic__tpl_2,нужна музыка для активного видео,energetic_electronic,32,5
train,811__happy_upbeat__tpl_9,"хочу музыку, которая звучит радостно и тепло",happy_upbeat,44,7
train,811__happy_upbeat__tpl_16,подбери что-то радостное и ненавязчивое,happy_upbeat,39,6
train,811__happy_upbeat__tpl_21,хочу приятный бодрый поп-трек,happy_upbeat,29,5
train,811__romantic_warm__tpl_20,нужен теплый музыкальный фон,romantic_warm,28,4
train,811__romantic_warm__tpl_19,подбери романтическую фоновую музыку,romantic_warm,36,4
train,811__romantic_warm__tpl_10,подбери мягкую музыку для пары,romantic_warm,30,5
train,811__sad_melancholic__tpl_2,нужна музыка для грустного видео,sad_melancholic,32,5
train,811__sad_melancholic__tpl_26,"нужна грустная, но мягкая музыка",sad_melancholic,32,5
train,811__sad_melancholic__tpl_24,хочу музыку для сентиментального видео,sad_melancholic,38,5
train,814__aggressive_intense__tpl_7,подбери мощную музыку для action видео,aggressive_intense,38,6
train,814__aggressive_intense__tpl_21,хочу aggressive soundtrack,aggressive_intense,26,3
train,814__aggressive_intense__tpl_9,хочу что-то тяжелое и энергичное,aggressive_intense,32,6
train,814__calm_relaxing__tpl_7,подбери relaxing music,calm_relaxing,22,3
train,814__calm_relaxing__tpl_25,подбери трек для уютного видео,calm_relaxing,30,5
train,814__calm_relaxing__tpl_6,хочу мягкую и спокойную композицию,calm_relaxing,34,5
train,814__dark_tense__tpl_4,подбери suspense soundtrack,dark_tense,27,3
train,814__dark_tense__tpl_0,хочу напряженную темную музыку,dark_tense,30,4
train,814__dark_tense__tpl_1,подбери тревожный кинематографичный трек,dark_tense,40,4
train,814__dreamy_atmospheric__tpl_7,подбери атмосферную музыку для красивого видео,dreamy_atmospheric,46,6
train,814__dreamy_atmospheric__tpl_15,хочу трек с пространственным звучанием,dreamy_atmospheric,38,5
train,814__dreamy_atmospheric__tpl_19,подбери deep atmospheric трек,dreamy_atmospheric,29,4
train,814__energetic_electronic__tpl_27,"хочу музыку, которая звучит современно и активно",energetic_electronic,48,7
train,814__energetic_electronic__tpl_24,хочу трек для спортивной нарезки,energetic_electronic,32,5
train,814__energetic_electronic__tpl_2,нужна музыка для активного видео,energetic_electronic,32,5
train,814__happy_upbeat__tpl_14,нужен uplifting трек,happy_upbeat,20,3
train,814__happy_upbeat__tpl_13,подбери музыку для веселого ролика,happy_upbeat,34,5
train,814__happy_upbeat__tpl_28,подбери трек для happy mood,happy_upbeat,27,5
train,814__romantic_warm__tpl_20,нужен теплый музыкальный фон,romantic_warm,28,4
train,814__romantic_warm__tpl_18,хочу трек с уютным звучанием,romantic_warm,28,5
train,814__romantic_warm__tpl_6,хочу теплую акустическую музыку,romantic_warm,31,4
train,814__sad_melancholic__tpl_22,подбери тихую меланхоличную композицию,sad_melancholic,38,4
train,814__sad_melancholic__tpl_12,хочу трек с ностальгическим настроением,sad_melancholic,39,5
train,814__sad_melancholic__tpl_15,хочу melancholic background music,sad_melancholic,33,4
train,818__aggressive_intense__tpl_12,хочу aggressive intense music,aggressive_intense,29,4
train,818__aggressive_intense__tpl_7,подбери мощную музыку для action видео,aggressive_intense,38,6
train,818__aggressive_intense__tpl_4,подбери агрессивный саундтрек,aggressive_intense,29,3
train,818__calm_relaxing__tpl_20,"нужна музыка, которая не отвлекает",calm_relaxing,34,5
train,818__calm_relaxing__tpl_22,подбери музыку для тихой сцены,calm_relaxing,30,5
train,818__calm_relaxing__tpl_0,хочу спокойную расслабляющую музыку,calm_relaxing,35,4
train,818__dark_tense__tpl_28,подбери трек для напряженного монтажа,dark_tense,37,5
train,818__dark_tense__tpl_24,"хочу музыку, которая усиливает тревогу",dark_tense,38,5
train,818__dark_tense__tpl_27,хочу тревожное атмосферное звучание,dark_tense,35,4
train,818__dreamy_atmospheric__tpl_24,хочу музыку для вдохновляющей атмосферы,dreamy_atmospheric,39,5
train,818__dreamy_atmospheric__tpl_28,подбери трек для dream mood,dreamy_atmospheric,27,5
train,818__dreamy_atmospheric__tpl_3,хочу dreamy background music,dreamy_atmospheric,28,4
train,818__energetic_electronic__tpl_24,хочу трек для спортивной нарезки,energetic_electronic,32,5
train,818__energetic_electronic__tpl_13,подбери электронный трек для динамичной сцены,energetic_electronic,45,6
train,818__energetic_electronic__tpl_7,подбери трек для спортивного ролика,energetic_electronic,35,5
train,818__happy_upbeat__tpl_5,нужен веселый трек без мрачной атмосферы,happy_upbeat,40,6
train,818__happy_upbeat__tpl_25,"подбери трек, который звучит позитивно",happy_upbeat,38,5
train,818__happy_upbeat__tpl_22,подбери музыку для радостного настроения,happy_upbeat,40,5
